pathwayRes	pathway	pathwayTitle	TotalGenesinPW	GenesInPWs.rectum_Ensembl_BridgeDb_UC	probabilities.rectum_Ensembl_BridgeDb_UC	GenesInPWs.rectum_Ensembl_Hs_UC	probabilities.rectum_Ensembl_Hs_UC	GenesInPWs.rectum_Ensembl_PriID_BridgeDb_UC	probabilities.rectum_Ensembl_PriID_BridgeDb_UC	GenesInPWs.rectum_ENTREZ_BridgeDb_UC	probabilities.rectum_ENTREZ_BridgeDb_UC	GenesInPWs.rectum_ENTREZ_Hs_UC	probabilities.rectum_ENTREZ_Hs_UC	GenesInPWs.rectum_ENTREZ_PriID_BridgeDb_UC	probabilities.rectum_ENTREZ_PriID_BridgeDb_UC	GenesInPWs.rectum_HGNC_PriID_BridgeDb_UC	probabilities.rectum_HGNC_PriID_BridgeDb_UC	GenesInPWs.rectum_HGNC_UC	probabilities.rectum_HGNC_UC
<https://identifiers.org/wikipathways/WP4873_r110299>	WP4873	Peroxiredoxin 2 induced ovarian failure	8	1	1.68302266199533e-22	1	1.88216106751731e-22	1	1.10316580553654e-22	1	2.3433306294272e-22	1	1.67102560399776e-22	1	1.54530987858568e-22	1	5.91768619943689e-23	1	5.91768619943689e-23
<https://identifiers.org/wikipathways/WP4874_r121708>	WP4874	CAMKK2 pathway	47	9	4.04365771793804e-90	9	7.40838604501796e-90	9	4.10629847505015e-91	9	2.42657973019786e-89	9	3.89002983347333e-90	9	2.54706361968099e-90	9	1.40787428200894e-92	9	1.40787428200894e-92
<https://identifiers.org/wikipathways/WP4875_r116427>	WP4875	Disruption of postsynaptic signaling by CNV	33	10	4.89832858813272e-57	10	7.0697784142478e-57	10	1.22484771585811e-57	10	1.45107700382226e-56	10	4.78468709904502e-57	10	3.70166224152162e-57	10	1.58643483696143e-58	10	1.58643483696143e-58
<https://identifiers.org/wikipathways/WP4876_r120600>	WP4876	Activation of NLRP3 inflammasome by SARS-CoV-2	8	3	9.66693715085535e-16	3	1.04709344410267e-15	3	7.14878285688919e-16	3	1.2245620981219e-15	3	9.61765804688458e-16	3	9.09500010121972e-16	3	4.5813779726248e-16	3	4.5813779726248e-16
<https://identifiers.org/wikipathways/WP4877_r119237>	WP4877	Host-pathogen interaction of human coronaviruses - MAPK signaling	42	13	1.10563125524784e-68	13	1.75564464459479e-68	13	1.92745952935175e-69	13	4.34489986037617e-68	13	1.07340367692738e-68	13	7.76786713127503e-69	13	1.46647896670953e-70	13	1.46647896670953e-70
<https://identifiers.org/wikipathways/WP4879_r120399>	WP4879	Overlap between signal transduction pathways contributing to LMNA laminopathies	59	19	1.85600744856411e-88	19	3.51011267109811e-88	19	1.67165909719279e-89	19	1.22353565063562e-87	19	1.78186961065711e-88	19	1.14107910883231e-88	19	4.80172647912817e-91	19	4.80172647912817e-91
<https://identifiers.org/wikipathways/WP4880_r119113>	WP4880	Host-pathogen interaction of human coronaviruses - interferon induction	43	12	1.77880431497457e-73	12	2.91586782701914e-73	12	2.74990563596756e-74	12	7.68029999081149e-73	12	1.72344433262511e-73	12	1.21975978126168e-73	12	1.75242298511252e-75	12	1.75242298511252e-75
<https://identifiers.org/wikipathways/WP4883_r120620>	WP4883	SARS-CoV-2 and ACE2 receptor: molecular mechanisms	7	4	1.04038272276242e-09	4	1.09147711746456e-09	4	8.68052619849782e-10	4	1.19899959392901e-09	4	1.0371967961983e-09	4	1.00299490585005e-09	4	6.6464028831477e-10	4	6.6464028831477e-10
<https://identifiers.org/wikipathways/WP4884_r120646>	WP4884	Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex	32	6	3.66302481769384e-66	6	5.54545622208424e-66	7	6.83367542624676e-64	6	1.24986142755764e-65	8	2.21397126463498e-60	7	2.27326446890851e-63	7	7.4123240846591e-65	6	7.59126094990676e-68
<https://identifiers.org/wikipathways/WP4891_r120510>	WP4891	COVID-19 adverse outcome pathway	15	12	1.35249753959115e-08	12	1.41892025270393e-08	13	5.40970392690382e-06	12	1.55869947210773e-08	12	1.3483558350578e-08	13	5.95678674584315e-06	13	4.52752964400048e-06	12	8.64032374809207e-09
<https://identifiers.org/wikipathways/WP49_r120703>	WP49	IL-2 signaling pathway	42	20	6.95941756749867e-51	20	9.88587778698463e-51	20	1.84812784449198e-51	20	1.96674703016711e-50	20	6.80488714663516e-51	20	5.32354731934664e-51	20	2.61577894723167e-52	20	2.61577894723167e-52
<https://identifiers.org/wikipathways/WP4900_r110333>	WP4900	Purinergic signaling	33	10	4.89832858813272e-57	10	7.0697784142478e-57	10	1.22484771585811e-57	10	1.45107700382226e-56	10	4.78468709904502e-57	10	3.70166224152162e-57	10	1.58643483696143e-58	10	1.58643483696143e-58
<https://identifiers.org/wikipathways/WP4904_r120598>	WP4904	LDLRAD4 and what we know about it	7	2	3.62510143157076e-16	2	3.926600415385e-16	2	2.68079357133346e-16	2	4.59210786795711e-16	2	3.60662176758171e-16	2	3.4106250379574e-16	2	1.7180167397343e-16	2	1.7180167397343e-16
<https://identifiers.org/wikipathways/WP4905_r115772>	WP4905	1q21.1 copy number variation syndrome	38	8	1.07845548426312e-73	8	1.73994611260784e-73	10	7.70513699660394e-69	7	6.31914630273793e-76	7	1.41800410081787e-76	8	7.48549607275365e-74	10	6.40566869442256e-70	8	1.23277915453671e-75
<https://identifiers.org/wikipathways/WP4906_r115773>	WP4906	3q29 copy number variation syndrome	75	16	4.16774676024609e-127	16	1.06520568614024e-126	18	1.5542804943676e-123	16	6.69873368640699e-126	16	3.92491429255938e-127	18	2.39094355244878e-122	18	9.93994209001513e-126	16	6.4492312069446e-131
<https://identifiers.org/wikipathways/WP4912_r115852>	WP4912	SARS coronavirus and innate immunity	32	10	8.73832133282937e-55	10	1.24128170097431e-54	10	2.32052967258934e-55	10	2.46946922832298e-54	10	8.54429123474919e-55	10	6.68430463552326e-55	10	3.28440085033957e-56	10	3.28440085033957e-56
<https://identifiers.org/wikipathways/WP4917_r119111>	WP4917	Proximal tubule transport	57	16	5.34016695573516e-92	16	1.02610185730748e-91	16	4.52976005296365e-93	16	3.68973187171988e-91	16	5.121651030496e-92	16	3.24360170970549e-92	16	1.1909728698226e-94	16	1.1909728698226e-94
<https://identifiers.org/wikipathways/WP4918_r117679>	WP4918	Cellular proteostasis	11	2	2.41573401788731e-27	2	2.78921153017656e-27	2	1.40354026465612e-27	2	3.69683520190006e-27	2	2.39362031077702e-27	2	2.16466213365647e-27	2	6.30241271857283e-28	2	6.30241271857283e-28
<https://identifiers.org/wikipathways/WP4919_r111814>	WP4919	Neuroinflammation	18	4	4.60939894918227e-39	4	5.76394212454509e-39	4	1.98133574740453e-39	4	8.93215254857307e-39	4	4.54395769574853e-39	4	3.88632788222305e-39	4	5.70519765579351e-40	4	5.70519765579351e-40
<https://identifiers.org/wikipathways/WP4921_r116643>	WP4921	Mitochondrial complex III assembly	16	5	6.11533041539365e-31	5	7.28975647799305e-31	6	3.27545219640846e-28	5	1.02854658657672e-30	5	6.04699182162429e-31	6	5.30061901547899e-28	6	1.34569774427953e-28	5	1.18389830875028e-31
<https://identifiers.org/wikipathways/WP4922_r117792>	WP4922	Mitochondrial complex IV assembly	35	14	8.40744143466909e-51	14	1.17541022301583e-50	14	2.37111275689477e-51	14	2.26656908836121e-50	14	8.22913833882112e-51	14	6.50986999340004e-51	14	3.66738093795559e-52	14	3.66738093795559e-52
<https://identifiers.org/wikipathways/WP4923_r110416>	WP4923	Autophagy	30	6	1.28081096836432e-61	6	1.87826681788077e-61	6	3.01577260897404e-62	6	3.97732390207717e-61	6	1.24982248810042e-61	6	9.56214783207122e-62	6	3.57450362461612e-63	6	3.57450362461612e-63
<https://identifiers.org/wikipathways/WP4925_r112845>	WP4925	Unfolded protein response	25	15	2.44419312480556e-25	15	2.86746963607424e-25	15	1.33699639379771e-25	15	3.92129769265255e-25	15	2.41934765833501e-25	15	2.16364278384579e-25	15	5.49296073750143e-26	15	5.49296073750143e-26
<https://identifiers.org/wikipathways/WP4928_r120795>	WP4928	MAPK pathway in congenital thyroid cancer	16	3	3.54170549324098e-37	3	4.35874577653509e-37	4	2.52321203795662e-34	3	6.54674239736591e-37	3	3.49498654663852e-37	4	4.49550977776148e-34	4	8.6783338861625e-35	3	5.08843968699069e-38
<https://identifiers.org/wikipathways/WP4932_r118797>	WP4932	7q11.23 copy number variation syndrome	117	32	4.09956534672519e-164	32	1.57965873687944e-163	37	4.80451880576875e-155	32	2.22038364945425e-162	32	3.76062453775271e-164	37	2.21081398221212e-153	37	4.05074225940903e-158	32	1.36261585738821e-169
<https://identifiers.org/wikipathways/WP4940_r115775>	WP4940	15q11.2 copy number variation syndrome	10	1	4.392243668886e-28	1	5.07129369123013e-28	1	2.55189139028388e-28	1	6.72151854890927e-28	1	4.35203692868553e-28	1	3.93574933392087e-28	1	1.1458932215587e-28	1	1.1458932215587e-28
<https://identifiers.org/wikipathways/WP4941_r120578>	WP4941	GPR143 in melanocytes and retinal pigment epithelium cells	36	10	1.02747846136311e-63	10	1.55550047029463e-63	10	2.14515135082908e-64	10	3.50586130429918e-63	10	1.00057947093376e-63	10	7.48667357380385e-64	10	2.12934869644885e-65	10	2.12934869644885e-65
<https://identifiers.org/wikipathways/WP4942_r115789>	WP4942	15q13.3 copy number variation syndrome	34	6	1.1840797587067e-70	5	1.9143532288741e-73	6	2.19207311425426e-71	6	4.43920112022615e-70	6	1.15073595643925e-70	6	8.42066606560259e-71	6	1.82238085189827e-72	6	1.82238085189827e-72
<https://identifiers.org/wikipathways/WP4946_r117703>	WP4946	DNA repair pathways, full network	119	38	3.62373000099009e-154	38	1.31100011414282e-153	40	7.18011167041895e-152	38	1.62866139293303e-152	38	3.3375641561038e-154	40	3.15050957537693e-150	40	6.61015387339384e-155	38	2.17250488146879e-159
<https://identifiers.org/wikipathways/WP4947_r118070>	WP4947	Nitric oxide metabolism in cystic fibrosis	14	4	7.48490962300806e-29	4	8.78111915744915e-29	4	4.09431524551057e-29	4	1.20082813982831e-28	4	7.40882477145263e-29	4	6.62577376934876e-29	4	1.68212218034941e-29	4	1.68212218034941e-29
<https://identifiers.org/wikipathways/WP4949_r115778>	WP4949	16p11.2 proximal deletion syndrome	82	17	1.08412072452314e-137	17	3.04666232995907e-137	17	2.18643045766149e-139	16	6.93173524479423e-139	16	2.90619520344288e-140	16	1.39523649827015e-140	17	6.90501570370886e-142	17	6.90501570370886e-142
<https://identifiers.org/wikipathways/WP4950_r115784>	WP4950	16p11.2 distal deletion syndrome	34	13	3.36297657386758e-51	13	4.7016408920634e-51	13	9.48445102757902e-52	13	9.06627635344497e-51	13	3.29165533552846e-51	13	2.60394799736002e-51	13	1.46695237518225e-52	13	1.46695237518225e-52
<https://identifiers.org/wikipathways/WP496_r119106>	WP496	Steroid biosynthesis	11	3	4.72920196235064e-24	3	5.37388088147355e-24	3	2.91842805697492e-24	3	6.90322360034802e-24	3	4.6906979356861e-24	3	4.2896387948627e-24	3	1.43232833050762e-24	3	1.43232833050762e-24
<https://identifiers.org/wikipathways/WP4961_r120610>	WP4961	STING pathway in Kawasaki-like disease and COVID-19	21	9	8.40389603545e-32	9	1.01789354244847e-31	11	1.44268780832719e-26	9	1.48180440439021e-31	9	8.30150611350158e-32	11	2.33468173909052e-26	11	5.9271868827584e-27	10	9.55997884315872e-30
<https://identifiers.org/wikipathways/WP4962_r122013>	WP4962	Airway smooth muscle cell contraction	17	3	1.02431087759606e-39	3	1.28087602767669e-39	3	4.40296832756565e-40	3	1.9849227885718e-39	3	1.00976837683301e-39	3	8.63628418271777e-40	3	1.26782170128746e-40	3	1.26782170128746e-40
<https://identifiers.org/wikipathways/WP4963_r122690>	WP4963	p53 transcriptional gene network	98	38	1.06940480902845e-117	38	2.77681083118009e-117	39	4.68906316363271e-117	38	1.80123172252451e-116	38	1.00607728628294e-117	39	7.93553253317618e-116	39	2.51361754923449e-119	38	1.42715219711961e-121
<https://identifiers.org/wikipathways/WP4966_r112070>	WP4966	Fluoroacetic acid toxicity	6	2	3.03938861455565e-13	2	3.24000628560928e-13	2	2.38743816052768e-13	2	3.67237426354619e-13	2	3.02698612636321e-13	2	2.89464619292938e-13	2	1.6723665806499e-13	2	1.6723665806499e-13
<https://identifiers.org/wikipathways/WP4969_r120081>	WP4969	RAS and bradykinin pathways in COVID-19	31	18	1.30444222986668e-31	18	1.60536557063147e-31	18	5.9552826670203e-32	18	2.41122455480286e-31	18	1.28723521844253e-31	18	1.11328760578713e-31	18	1.87411845070337e-32	18	1.87411845070337e-32
<https://identifiers.org/wikipathways/WP497_r119105>	WP497	Urea cycle and metabolism of amino groups	37	9	1.09527377680374e-68	9	1.71175084548486e-68	10	1.26871163651973e-66	9	4.10626103620911e-68	9	1.06443075970629e-68	10	4.64542884841105e-66	10	1.15251465430965e-67	9	1.68570228800585e-70
<https://identifiers.org/wikipathways/WP4970_r113773>	WP4970	Galanin receptor pathway	20	5	5.95873992410031e-41	5	7.5710266412968e-41	5	2.41161942349047e-41	5	1.21049142954984e-40	5	5.86815267420367e-41	5	4.96321490588063e-41	5	6.35397159789422e-42	5	6.35397159789422e-42
<https://identifiers.org/wikipathways/WP4971_r122106>	WP4971	Phosphoinositides metabolism	54	15	1.69674077373283e-88	15	3.15835806908483e-88	15	1.62268947268738e-89	15	1.06719998883178e-87	15	1.63062026261897e-88	15	1.05588294677974e-88	15	5.09230041650431e-91	15	5.09230041650431e-91
<https://identifiers.org/wikipathways/WP500_r121748>	WP500	Glycogen synthesis and degradation	45	12	1.01298907582473e-77	12	1.71416668363914e-77	13	6.68953492218718e-76	12	4.80530678415511e-77	12	9.79468474265276e-78	13	3.11291550693202e-75	13	3.90158603726715e-77	12	7.41312751892318e-80
<https://identifiers.org/wikipathways/WP501_r117742>	WP501	GPCRs, class C metabotropic glutamate, pheromone	15	2	6.64069779982673e-38	2	8.17264833100341e-38	2	3.03173506643298e-38	2	1.2275141995061e-37	2	6.55309977494717e-38	2	5.66756149490873e-38	2	9.54082441310752e-39	2	9.54082441310752e-39
<https://identifiers.org/wikipathways/WP5027_r120060>	WP5027	nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell	17	7	1.45421101247013e-27	7	1.70604600773297e-27	7	7.95466961984908e-28	7	2.33303752880929e-27	7	1.43942881273937e-27	7	1.28729318947348e-27	7	3.26812309325026e-28	7	3.26812309325026e-28
<https://identifiers.org/wikipathways/WP5030_r120416>	WP5030	Ethylmalonic encephalopathy	4	1	1.1890088260142e-10	1	1.2474024199595e-10	1	9.92060136971183e-11	1	1.37028525020459e-10	1	1.18536776708378e-10	1	1.14627989240006e-10	1	7.5958890093117e-11	1	7.5958890093117e-11
<https://identifiers.org/wikipathways/WP5031_r122564>	WP5031	Biotin metabolism, including IMDs	9	3	1.48215390728618e-18	3	1.63126899721727e-18	3	1.03190129449887e-18	3	1.96839772871891e-18	3	1.47309262120421e-18	3	1.37756649126517e-18	3	6.0502423703042e-19	3	6.0502423703042e-19
<https://identifiers.org/wikipathways/WP5033_r118996>	WP5033	Genes associated with the development of rheumatoid arthritis	18	12	3.27556013510245e-16	12	3.60510448385013e-16	12	2.28050186084251e-16	12	4.35015898046878e-16	12	3.25553469286132e-16	12	3.04442194569604e-16	12	1.33710356383724e-16	12	1.33710356383724e-16
<https://identifiers.org/wikipathways/WP5036_r119016>	WP5036	Angiotensin II receptor type 1 pathway	28	13	1.43903569167021e-37	13	1.82840293387314e-37	15	1.08109247080947e-32	13	2.92333680236283e-37	13	1.41715887082017e-37	15	2.02100708859245e-32	15	3.40218165911891e-33	13	1.53448414089145e-38
<https://identifiers.org/wikipathways/WP5037_r120417>	WP5037	Riboflavin and CoQ disorders	18	4	4.60939894918227e-39	4	5.76394212454509e-39	5	2.47389581420932e-36	4	8.93215254857307e-39	4	4.54395769574853e-39	5	4.62473017984543e-36	5	7.78531272109585e-37	4	5.70519765579351e-40
<https://identifiers.org/wikipathways/WP5038_r121595>	WP5038	Mitochondrial immune response to SARS-CoV-2	48	14	9.79322049314406e-79	14	1.68374517762578e-78	16	2.06611064310986e-74	14	4.86933600002028e-78	14	9.45953203502883e-79	16	9.61446189426714e-74	16	1.20503271608161e-75	14	6.17704079892157e-81
<https://identifiers.org/wikipathways/WP5039_r120358>	WP5039	SARS-CoV-2 innate immunity evasion and cell-specific immune response	86	39	7.69633170358188e-94	39	1.6265240829632e-93	40	7.1487662371416e-93	39	7.04803204861581e-93	39	7.336588287675e-94	40	6.50210446030533e-92	40	1.20789876315312e-94	39	7.04725066016994e-97
<https://identifiers.org/wikipathways/WP5043_r120456>	WP5043	Pentose phosphate pathway in senescent cells	10	2	1.28978235336834e-24	2	1.46560387676551e-24	2	7.95934924629522e-25	2	1.88269734554945e-24	2	1.27928125518712e-24	2	1.169901489508e-24	2	3.90634999229351e-25	2	3.90634999229351e-25
<https://identifiers.org/wikipathways/WP5044_r119244>	WP5044	Kynurenine pathway and links to cell senescence	23	12	1.89294956899828e-28	12	2.25648336979212e-28	12	9.74893203810852e-29	12	3.18378024653269e-28	12	1.8717959267853e-28	12	1.65538501202262e-28	12	3.66465855654409e-29	12	3.66465855654409e-29
<https://identifiers.org/wikipathways/WP5046_r118987>	WP5046	NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence	28	11	6.4918377728738e-43	11	8.51558528893588e-43	11	2.32924989137847e-43	11	1.44928951773336e-42	11	6.38011995908081e-43	11	5.27722983160165e-43	11	5.13828350723358e-44	11	5.13828350723358e-44
<https://identifiers.org/wikipathways/WP5049_r120508>	WP5049	Glycolysis in senescence	12	9	6.53954854307811e-09	9	6.86071330977721e-09	9	5.4563307533415e-09	9	7.53656887612527e-09	9	6.51952271896077e-09	9	6.30453940820032e-09	9	4.17773895512142e-09	9	4.17773895512142e-09
<https://identifiers.org/wikipathways/WP5050_r119012>	WP5050	TCA cycle in senescence	10	4	3.70538476821545e-18	4	4.07817249304314e-18	4	2.57975323624717e-18	4	4.92099432179726e-18	4	3.68273155301054e-18	4	3.44391622816294e-18	4	1.51256059257606e-18	4	1.51256059257606e-18
<https://identifiers.org/wikipathways/WP5052_r118777>	WP5052	Nephrogenesis	19	5	1.75157160068924e-38	5	2.19029800732716e-38	5	7.52907584013715e-39	5	3.3942179684577e-38	5	1.72670392438442e-38	5	1.47680459524474e-38	5	2.16797510920154e-39	5	2.16797510920154e-39
<https://identifiers.org/wikipathways/WP5053_r118778>	WP5053	Development of ureteric collection system	61	19	1.94781387711586e-92	19	3.80256121245066e-92	19	1.55605326758567e-93	19	1.41054501501577e-91	19	1.86621476775975e-92	19	1.16884701781896e-92	19	3.74484601078199e-95	19	3.74484601078199e-95
<https://identifiers.org/wikipathways/WP5055_r122621>	WP5055	Burn wound healing	109	53	2.46555722565269e-105	53	6.00930430580669e-105	54	9.91163475334967e-105	53	3.44331843963615e-104	53	2.32896690811865e-105	54	1.38586727483664e-103	54	7.56248330907217e-107	53	5.94863945651706e-109
<https://identifiers.org/wikipathways/WP5061_r115541>	WP5061	Fatty acid transporters	25	5	5.39573304139972e-53	5	7.42434514570418e-53	5	1.61611537117404e-53	5	1.38765500469589e-52	5	5.28668607319638e-53	5	4.22902304855995e-53	5	2.73159848701577e-54	5	2.73159848701577e-54
<https://identifiers.org/wikipathways/WP5063_r118833>	WP5063	FOXP3 in COVID-19	17	12	1.06819655516951e-13	12	1.15703825573345e-13	12	7.89940505686255e-14	12	1.35314111842469e-13	12	1.06275121418075e-13	12	1.00499751118478e-13	12	5.06242265975041e-14	12	5.06242265975041e-14
<https://identifiers.org/wikipathways/WP5064_r120384>	WP5064	7-oxo-C and 7-beta-HC pathways	29	12	1.56886079511119e-42	12	2.05793311149281e-42	12	5.62902057083125e-43	12	3.50244966785554e-42	12	1.54186232344452e-42	12	1.27533054263705e-42	12	1.24175184758146e-43	12	1.24175184758146e-43
<https://identifiers.org/wikipathways/WP5065_r118890>	WP5065	SARS-CoV-2 altering angiogenesis via NRP1	8	3	9.66693715085535e-16	3	1.04709344410267e-15	3	7.14878285688919e-16	3	1.2245620981219e-15	3	9.61765804688458e-16	3	9.09500010121972e-16	3	4.5813779726248e-16	3	4.5813779726248e-16
<https://identifiers.org/wikipathways/WP5066_r116631>	WP5066	FOXA2 pathway	21	9	8.40389603545e-32	9	1.01789354244847e-31	9	4.07498744129989e-32	9	1.48180440439021e-31	9	8.30150611350158e-32	9	7.26024829108474e-32	9	1.40155092261526e-32	9	1.40155092261526e-32
<https://identifiers.org/wikipathways/WP5072_r115764>	WP5072	Modulators of TCR signaling and T cell activation	64	23	1.35317293851944e-88	23	2.60009336221552e-88	23	1.14781967913456e-89	23	9.34960528498418e-88	23	1.29780204110745e-88	23	8.21913264751974e-89	23	3.01786867585469e-91	23	3.01786867585469e-91
<https://identifiers.org/wikipathways/WP5074_r120388>	WP5074	Kallmann syndrome	25	8	3.26969851197858e-44	8	4.28898526457392e-44	8	1.17315699657338e-44	8	7.29953511678893e-44	8	3.21343038232089e-44	8	2.65794542800451e-44	8	2.58796330492534e-45	8	2.58796330492534e-45
<https://identifiers.org/wikipathways/WP5076_r118892>	WP5076	Soluble ACE2-mediated cell entry of SARS-CoV-2	5	3	5.81326231852119e-07	3	6.00208464403848e-07	3	5.15209897800365e-07	3	6.39009688345344e-07	3	5.80138741340239e-07	3	5.67313023413633e-07	3	4.31193299428616e-07	3	4.31193299428616e-07
<https://identifiers.org/wikipathways/WP5083_r120385>	WP5083	Neuroinflammation and glutamatergic signaling	140	56	3.06063223170118e-151	56	1.16089704862203e-150	56	1.98753172667542e-153	56	1.58216864657498e-149	56	2.81041921730061e-151	56	1.10609814605157e-151	56	1.17889216936205e-156	56	1.17889216936205e-156
<https://identifiers.org/wikipathways/WP5085_r119785>	WP5085	Vasopressin-regulated water reabsorption	44	12	1.3274659066974e-75	12	2.2108940959649e-75	12	1.93253231085412e-76	12	6.00770132614592e-75	12	1.28484497857513e-75	12	8.99286702002553e-76	12	1.12712485521049e-77	12	1.12712485521049e-77
<https://identifiers.org/wikipathways/WP5087_r122659>	WP5087	Malignant pleural mesothelioma	438	170	0	170	0	171	0	170	0	170	0	171	0	171	0	170	0
<https://identifiers.org/wikipathways/WP5088_r119639>	WP5088	Prostaglandin signaling	35	21	3.49464654264888e-33	21	4.36997114800471e-33	22	4.26272864586719e-31	21	6.77197100238433e-33	21	3.44503182008302e-33	22	7.96879549405539e-31	22	1.34147425945081e-31	21	4.32543363739092e-34
<https://identifiers.org/wikipathways/WP5089_r118192>	WP5089	Kinin-Kallikrein pathway	8	3	9.66693715085535e-16	3	1.04709344410267e-15	3	7.14878285688919e-16	3	1.2245620981219e-15	3	9.61765804688458e-16	3	9.09500010121972e-16	3	4.5813779726248e-16	3	4.5813779726248e-16
<https://identifiers.org/wikipathways/WP5090_r118898>	WP5090	Complement system in neuronal development and plasticity	113	54	3.39725589154655e-110	54	8.68281232311571e-110	54	9.80667466306098e-112	54	5.46033955304515e-109	54	3.1993158344931e-110	54	1.65963185214819e-110	54	5.25696256853272e-114	54	5.25696256853272e-114
<https://identifiers.org/wikipathways/WP5092_r119997>	WP5092	Interactions of natural killer cells in pancreatic cancer	38	14	2.08578517965096e-57	14	3.05873480859465e-57	14	4.91114923932025e-58	13	1.61406789885857e-59	13	4.83367114466172e-60	13	3.65720164760541e-60	14	5.82103594440176e-59	14	5.82103594440176e-59
<https://identifiers.org/wikipathways/WP5095_r120801>	WP5095	Overview of proinflammatory and profibrotic mediators	130	55	7.62590129947118e-137	55	2.50977855405525e-136	56	9.5314255779699e-137	55	2.59023170937129e-135	55	7.06634153877434e-137	56	3.29680794465169e-135	56	1.36239644057032e-139	55	1.10828298477544e-141
<https://identifiers.org/wikipathways/WP5097_r119075>	WP5097	CCL18 signaling pathway	131	22	5.0442622222383e-211	22	2.83469204396613e-210	22	7.41392252455596e-214	22	8.34471371980891e-209	23	1.17418199060148e-208	22	1.35028329920589e-211	22	4.90650516531752e-218	22	4.90650516531752e-218
<https://identifiers.org/wikipathways/WP5098_r119538>	WP5098	T-cell activation SARS-CoV-2	92	37	3.90538840286685e-109	37	9.3690736627923e-109	37	1.43207739049589e-110	37	5.20446631077691e-108	37	3.69277122903035e-109	37	2.00236312163438e-109	37	1.09266146628994e-112	37	1.09266146628994e-112
<https://identifiers.org/wikipathways/WP51_r116716>	WP51	Regulation of actin cytoskeleton	151	47	1.69448566085735e-187	47	8.80356710015112e-187	47	3.35064780364922e-190	47	2.22223816358291e-185	47	1.52495091214855e-187	47	4.81606961688365e-188	47	3.4359915420469e-194	47	3.4359915420469e-194
<https://identifiers.org/wikipathways/WP5101_r119172>	WP5101	Congenital generalized lipodystrophy (CGL)	20	6	5.83857200229747e-38	6	7.30099335775709e-38	7	2.23828668904652e-35	6	1.13140598948591e-37	6	5.75567974794809e-38	7	4.18427968652682e-35	7	7.04385436670573e-36	6	7.2265836973384e-39
<https://identifiers.org/wikipathways/WP5102_r119174>	WP5102	Familial partial lipodystrophy (FPLD)	31	9	2.73072541650917e-55	9	3.87900531554467e-55	9	7.25165522684172e-56	9	7.7170913385094e-55	9	2.67009101085914e-55	9	2.08884519860107e-55	9	1.02637526573112e-56	9	1.02637526573112e-56
<https://identifiers.org/wikipathways/WP5103_r119170>	WP5103	Progeria-associated lipodystrophy	25	8	3.26969851197858e-44	8	4.28898526457392e-44	8	1.17315699657338e-44	8	7.29953511678893e-44	8	3.21343038232089e-44	8	2.65794542800451e-44	8	2.58796330492534e-45	8	2.58796330492534e-45
<https://identifiers.org/wikipathways/WP5104_r120389>	WP5104	Acquired partial lipodystrophy / Barraquer-Simons syndrome	10	5	4.35012171788489e-15	5	4.71192049846199e-15	5	3.21695228560015e-15	5	5.51052944154852e-15	5	4.32794612109808e-15	5	4.09275004554889e-15	5	2.06162008768117e-15	5	2.06162008768117e-15
<https://identifiers.org/wikipathways/WP5108_r120390>	WP5108	Familial  hyperlipidemia type 1	18	8	3.27197477805779e-27	8	3.83860351739917e-27	8	1.78980066446605e-27	8	5.24933443982087e-27	8	3.23871482866358e-27	8	2.89640967631533e-27	8	7.35327695981312e-28	8	7.35327695981312e-28
<https://identifiers.org/wikipathways/WP5109_r120391>	WP5109	Familial hyperlipidemia type 2	16	11	7.54021097766713e-14	11	8.16732886400083e-14	11	5.57605062837359e-14	11	9.5515843653508e-14	11	7.50177327657004e-14	11	7.09410007895139e-14	11	3.57347481864735e-14	11	3.57347481864735e-14
<https://identifiers.org/wikipathways/WP5110_r120392>	WP5110	Familial hyperlipidemia type 3	13	8	2.2216693059198e-14	8	2.40644511171452e-14	8	1.64294348871722e-14	8	2.814306107648e-14	8	2.21034391184653e-14	8	2.0902259161196e-14	8	1.05289883049431e-14	8	1.05289883049431e-14
<https://identifiers.org/wikipathways/WP5111_r119173>	WP5111	Familial hyperlipidemia type 4	22	9	3.14591990437121e-34	9	3.87165593600724e-34	9	1.43623395880485e-34	9	5.81514393446031e-34	9	3.10442180005165e-34	9	2.68491279885469e-34	9	4.51980655196953e-35	9	4.51980655196953e-35
<https://identifiers.org/wikipathways/WP5112_r119153>	WP5112	Familial hyperlipidemia type 5	15	7	1.84438876531673e-22	7	2.09581354377469e-22	7	1.13818694222022e-22	7	2.69225720413575e-22	7	1.82937219491758e-22	7	1.67295912999645e-22	7	5.58608048897971e-23	7	5.58608048897971e-23
<https://identifiers.org/wikipathways/WP5113_r119486>	WP5113	Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway	41	15	2.56407027635231e-61	15	3.88174805673613e-61	18	2.67452922077111e-54	15	8.74886929643411e-61	15	2.49694390395874e-61	18	8.08280384752852e-54	18	3.46407661407123e-55	15	5.31378506300807e-63
